Name,helmet,cape,amulet,weapon,body,sheild,Equip7,legs,Equip9,gloves,boots,Equip12,Loc_x,Loc_y,Anim_id,Chat_response,Overall,Attack,Defence,Strength,Hitpoints,Ranged,Prayer,Magic,Cooking,Woodcutting,Fletching,Fishing,Firemaking,Crafting,Smithing,Mining,Herblore,Agility,Thieving,Slayer,Farming,Runecrafting,Hunter,Construction,Location
Rivero7,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
vkjwuhdawkjd,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Shaheer360,1155,-1,552,1297,1117,1189,-1,1075,-1,-1,-1,-1,3170,3383,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Kushmasta444,24338,9801,11976,20263,8839,-1,-1,8840,-1,-1,-1,-1,3173,3364,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
hafiaz 67,-1,-1,3859,1265,-1,-1,-1,-1,-1,-1,-1,-1,3177,3367,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Icecoldthot,-1,-1,1725,-1,-1,-1,-1,-1,-1,-1,1061,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
grommet3659,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3194,3366,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Scuzzyvy4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3184,3375,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
KroshBlackk,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
AoGroat,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3178,3369,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Chester H,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Fatedjinn129,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Charlot D,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3179,3383,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Celadon Prau,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Xepthelos,-1,1027,1731,853,1133,-1,-1,1099,-1,-1,-1,-1,3184,3374,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
VernCrusader,2619,-1,1731,1373,2599,2621,-1,2617,-1,1063,9005,-1,3191,3362,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
SNJeanelle,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3374,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Cheykrov,1169,1019,1731,1381,7362,-1,-1,1099,-1,1065,23285,-1,3184,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Alaric L,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Ty OD,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3182,3380,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Purpieman,1163,1021,1725,1333,1113,1540,-1,1079,-1,1059,9006,-1,3191,3362,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BizzareBoy,-1,-1,-1,1275,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
StrawBrandy,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Mini Foxy615,1161,-1,1731,12297,1123,-1,-1,1091,-1,-1,-1,-1,3182,3376,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Held Tone,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Frejusma,-1,1007,1731,1321,1129,-1,-1,1095,-1,1063,1061,-1,3176,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
jhgcfwdkukja,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
lacatira00,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3179,3370,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
T3mZki,1165,1019,1731,1301,1125,1195,-1,1077,-1,-1,-1,-1,3176,3381,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Hung Turks,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Ao Del,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
UIM Quthalos,-1,4405,1478,1381,-1,13660,-1,-1,-1,-1,1061,-1,3176,3366,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Respect24,1165,4345,1725,1273,1125,1195,-1,1077,-1,1065,3061,-1,3175,3367,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
REFlss,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
DerFuhrrerr,1139,23300,-1,1277,-1,-1,-1,-1,-1,-1,-1,-1,3183,3372,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MortuaryNo1,1053,-1,1654,667,1005,13660,-1,428,-1,-1,-1,-1,3175,3367,628,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
vergill22,1163,1019,552,1381,2653,7354,-1,2655,-1,1065,1061,-1,3195,3357,1162,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
TheChupsta,1949,1029,-1,1383,1757,13660,-1,6185,-1,3060,3061,-1,3194,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
TG Pattin,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
TokayIM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3176,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
iuwagbdlwabv,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3178,3384,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
EB Engracia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
IronLevelX,12810,-1,552,1265,12811,9704,-1,12812,-1,1059,9006,-1,3176,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Far Cool 733,-1,-1,-1,12297,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
yhvduwauokij,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
bakuryu siix,12455,4393,-1,1267,12451,1197,-1,-1,-1,1059,1061,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
vaguefury,-1,-1,-1,1273,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
angelmar04,-1,-1,1009,1315,6180,-1,-1,-1,-1,-1,-1,-1,3182,3376,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
53 Max Cast,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3174,3368,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sayminamemfd,-1,-1,1727,1381,-1,-1,-1,-1,-1,-1,-1,-1,3180,3371,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
donaltrok121,1141,-1,-1,1275,1117,1173,-1,6655,-1,-1,1061,-1,3176,3366,-1,E ido 2  vveces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Datlombax92,1141,-1,-1,1267,1105,1173,-1,1067,-1,1059,1061,-1,3192,3368,4850,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
k1ngspad3420,1017,1019,-1,1273,-1,-1,-1,-1,-1,-1,1061,-1,3177,3367,629,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
A Scary Boy,-1,-1,-1,1275,-1,13660,-1,-1,-1,-1,-1,-1,3172,3382,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
01 lopez 09,1949,-1,-1,12297,-1,-1,-1,-1,-1,-1,-1,-1,3179,3370,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
seaside3110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3193,3365,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
pepegabrain1,-1,-1,1478,1275,-1,-1,-1,-1,-1,1065,9005,-1,3177,3369,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
wetbabi,-1,-1,-1,12297,-1,-1,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
heymanin,-1,-1,-1,1273,-1,13660,-1,-1,-1,-1,-1,-1,3175,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
SaNTil_JG912,1167,-1,-1,1275,1131,-1,-1,1095,-1,1059,1061,-1,3194,3374,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
jhlwvdkawda,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Leivermorale,-1,-1,-1,1273,-1,13660,-1,-1,-1,-1,-1,-1,3176,3368,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
bristher10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3374,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Lightnin,1159,9769,-1,1333,1121,-1,-1,1071,-1,-1,-1,-1,3189,3384,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Laracrofmc,1161,4359,1478,1269,1125,1199,-1,1077,-1,2902,1061,-1,3182,3376,627,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Sailhenge392,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3183,3378,624,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Walsh IM,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3179,3370,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
AngieBabie28,1057,1007,1731,1271,1035,-1,-1,1033,-1,2912,1061,-1,3175,3367,5354,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
ukyjwfdawvda,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Alvaro_87,2587,1019,552,1275,1115,-1,-1,2655,-1,2922,1061,-1,3182,3376,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
geomarlifran,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3181,3374,3873,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Guam Lord,-1,-1,1478,1271,544,-1,-1,542,-1,-1,9005,-1,3177,3367,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
khujawvfdjaw,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3182,3377,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Skills 2 Gp,19699,13679,21314,1265,-1,13660,-1,-1,-1,-1,-1,-1,3230,3146,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
el electro,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3230,3148,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
hhmmd1111,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
JMER2222,-1,-1,-1,1351,-1,1171,-1,-1,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
jude4444,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
L K LB 03358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3146,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
12Supergirl,-1,-1,-1,1267,-1,-1,-1,-1,-1,-1,-1,-1,3230,3146,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
migerb,-1,-1,-1,1267,-1,-1,-1,-1,-1,-1,-1,-1,3226,3148,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
91parry1452,-1,-1,1710,1381,-1,-1,-1,-1,-1,-1,-1,-1,3242,3149,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
imranhhh,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3146,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
51 Ghrim 141,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3241,3143,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Wyrmbuild869,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3225,3111,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
pansexi,1153,1019,-1,1323,1115,1191,-1,1081,-1,-1,-1,-1,3200,3124,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
kiritopley33,1161,-1,1729,1267,1123,1199,-1,1073,-1,-1,1061,-1,3230,3149,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
frontpaigeee,1137,-1,1478,1299,1109,9704,-1,1075,-1,1059,1061,-1,3241,3143,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MrWaPaa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3234,3153,5354,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
morillo10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Darkmsn,1167,-1,-1,853,1131,-1,-1,1095,-1,-1,1061,-1,3240,3153,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
BaitinHook,-1,-1,-1,841,-1,-1,-1,-1,-1,-1,-1,-1,3229,3149,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Tatianat,-1,-1,-1,1329,-1,1181,-1,-1,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sali28,-1,-1,-1,1265,-1,1171,-1,-1,-1,-1,-1,-1,3222,3148,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
AFG_3U9VvJ2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3230,3146,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
genesispaooo,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3231,3148,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
mayckelfer25,1155,-1,552,9703,-1,9704,-1,-1,-1,-1,-1,-1,3241,3161,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
javiany812,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3237,3143,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Lord_booyaka,1155,-1,552,1295,1103,-1,-1,-1,-1,-1,-1,-1,3227,3159,390,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
teclado004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3228,3148,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
ManjorRip,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
15 Rage 2660,1137,-1,-1,1329,1101,1191,-1,1067,-1,1063,-1,-1,3225,3161,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
mohsinraza70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3242,3149,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
83marin1555,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3237,3150,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
HeroeSaitama,1153,1027,-1,845,1115,-1,-1,1067,-1,-1,-1,-1,3226,3148,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MyGarfield13,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3241,3149,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
elmanual_aa,1155,-1,-1,1321,1117,1189,-1,1075,-1,-1,-1,-1,3238,3144,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
quique15,-1,-1,-1,1265,-1,1175,-1,-1,-1,-1,-1,-1,3225,3147,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
MR LEZAMA,-1,-1,-1,1351,-1,-1,-1,-1,-1,-1,-1,-1,3239,3147,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
mohsinraza55,-1,-1,-1,1379,1101,-1,-1,1067,-1,-1,-1,-1,3239,3147,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Colddusk1384,1153,-1,-1,1329,1115,1191,-1,1067,-1,-1,-1,-1,3225,3161,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
wilmari15,1949,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3230,3149,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
8lletyapete,1137,-1,-1,1329,1101,1191,-1,1067,-1,1063,-1,-1,3224,3158,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
alejofer737,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3230,3146,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Y-Nisan,-1,-1,-1,9703,-1,9704,-1,-1,-1,-1,-1,-1,3227,3161,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Nikan111,-1,1019,-1,1355,3058,-1,-1,3059,-1,3060,3061,-1,3239,3143,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
53 Miner 443,1153,-1,-1,1329,1115,1191,-1,1067,-1,-1,-1,-1,3215,3159,386,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
SGT9911,20792,-1,-1,1265,20794,9704,-1,20796,-1,-1,-1,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
lore1720,1017,1019,1731,1265,577,-1,-1,-1,-1,2922,1061,-1,3223,3147,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
DealWithItRA,1151,-1,1725,1299,1105,1191,-1,1015,-1,1059,9006,-1,3229,3150,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
jocael,-1,-1,-1,1203,-1,1173,-1,-1,-1,-1,-1,-1,3228,3145,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
jose125819,1153,-1,1009,1351,1115,-1,-1,1067,-1,-1,-1,-1,3241,3149,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
SudoSub,1163,1019,1731,1359,1127,1201,-1,1079,-1,1063,1061,-1,3239,3146,621,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
WiccaIron,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3230,3148,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Minejudge667,1137,-1,-1,1329,1101,1191,-1,1067,-1,1063,-1,-1,3211,3149,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
Nikvodka,-1,-1,-1,1265,-1,-1,-1,-1,-1,-1,-1,-1,3223,3147,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
sportsster,-1,1019,1009,1363,6654,1173,-1,-1,-1,-1,-1,-1,3226,3159,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
fuzzyCanibal,1155,-1,-1,1267,-1,1173,-1,-1,-1,-1,-1,-1,3223,3147,626,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
teclado002,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3222,3148,-1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
wilmer_94,-1,-1,-1,1265,-1,1171,-1,-1,-1,-1,-1,-1,3224,3148,625,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mining
